trade_id,symbol,price,quantity,trade_time,is_buyer_maker,ingestion_time,is_injected,fault_type,open,high,low,close,volume,close_time,trade_count
1787731736133,ZECUSDT,846.7457869,93.84548606,1787731736133,False,1787731736511,False,,846.1199667,846.88472444,845.91057122,846.7457869,93.84548606,1787731796132,1
1787731796133,ZECUSDT,845.74770908,20.18715343,1787731796133,False,1787731796305,False,,845.7604833,846.76073184,845.62254352,845.74770908,20.18715343,1787731856132,248
1787731856133,ZECUSDT,845.93434364,16.46226709,1787731856133,False,1787731856580,False,,847.59692852,847.59692852,845.93434364,845.93434364,16.46226709,1787731916132,283
1787731916133,ZECUSDT,844.37284679,35.47639251,1787731916133,False,1787731916314,False,,844.3130388,844.46924472,843.86568596,844.37284679,35.47639251,1787731976132,558
1787731976133,ZECUSDT,844.12694836,19.94647906,1787731976133,False,1787731976624,False,,845.72989999,845.72989999,844.12694836,844.12694836,19.94647906,1787732036132,1
1787732036133,ZECUSDT,842.51883446,58.63523232,1787732036133,False,1787732036505,False,,841.76028833,842.9898531,841.76028833,842.51883446,58.63523232,1787732096132,352
1787732096133,ZECUSDT,844.98364916,99.78755094,1787732096133,False,1787732096597,False,,843.27652868,845.01726753,843.25803584,844.98364916,99.78755094,1787732156132,404
1787732156133,ZECUSDT,844.40224373,77.8332378,1787732156133,False,1787732156261,False,,843.85504854,844.40224373,843.48577678,844.40224373,77.8332378,1787732216132,251
1787732216133,ZECUSDT,844.68153843,20.14350792,1787732216133,False,1787732216255,False,,844.32082063,845.0817111,844.23094576,844.68153843,20.14350792,1787732276132,1
1787732276133,ZECUSDT,846.83510531,142.09569368,1787732276133,False,1787732276552,False,,847.46520556,847.72293965,846.83510531,846.83510531,142.09569368,1787732336132,556
1787732336133,ZECUSDT,846.11533916,23.94224686,1787732336133,False,1787732336404,False,,847.40976953,848.33274567,846.11533916,846.11533916,23.94224686,1787732396132,1
1787732396133,ZECUSDT,844.25651228,337.26126106,1787732396133,False,1787732396273,False,,844.33322389,844.42957692,843.63334787,844.25651228,337.26126106,1787732456132,367
1787732456133,ZECUSDT,843.65606737,127.55315277,1787732456133,False,1787732456589,False,,844.6205991,845.19861419,843.65606737,843.65606737,127.55315277,1787732516132,1
1787732516133,ZECUSDT,843.49833512,24.33875137,1787732516133,False,1787732516385,False,,843.41418556,843.6061145,843.00245746,843.49833512,24.33875137,1787732576132,65
1787732576133,ZECUSDT,844.29134371,11.637562,1787732576133,False,1787732576365,False,,844.79793394,844.87822117,844.25404159,844.29134371,11.637562,1787732636132,297
1787732636133,ZECUSDT,844.41076323,44.23737244,1787732636133,False,1787732636357,False,,843.42726448,844.52912594,843.11311042,844.41076323,44.23737244,1787732696132,1
1787732696133,ZECUSDT,844.06019967,430.75410863,1787732696133,False,1787732696386,False,,843.47028622,844.06282072,843.47028622,844.06019967,430.75410863,1787732756132,1
1787732756133,ZECUSDT,843.87866071,82.95034639,1787732756133,False,1787732756299,False,,844.7087673,844.7087673,842.98497453,843.87866071,82.95034639,1787732816132,69
1787732816133,ZECUSDT,842.51360934,22.35677183,1787732816133,False,1787732816373,False,,842.26055752,842.67929363,842.22534555,842.51360934,22.35677183,1787732876132,502
1787732876133,ZECUSDT,841.00235197,363.6152838,1787732876133,False,1787732876525,False,,840.62825136,841.23093095,840.57547489,841.00235197,363.6152838,1787732936132,704
1787732936133,ZECUSDT,841.85300436,19.71026171,1787732936133,False,1787732936415,False,,842.5230658,842.54341569,841.85300436,841.85300436,19.71026171,1787732996132,167
1787732996133,ZECUSDT,841.91327818,77.61487343,1787732996133,False,1787732996567,False,,841.66038435,841.91327818,841.26988239,841.91327818,77.61487343,1787733056132,1
1787733056133,ZECUSDT,843.61890519,130.19094852,1787733056133,False,1787733056410,False,,844.99031593,845.0475531,843.24980163,843.61890519,130.19094852,1787733116132,448
1787733116133,ZECUSDT,843.77098248,46.26314855,1787733116133,False,1787733116216,False,,843.65772399,844.0326753,843.60739721,843.77098248,46.26314855,1787733176132,315
1787733176133,ZECUSDT,844.88242921,227.03272208,1787733176133,False,1787733176318,False,,844.30988305,844.88242921,844.26856792,844.88242921,227.03272208,1787733236132,280
1787733236133,ZECUSDT,844.28302961,79.99558585,1787733236133,False,1787733236312,False,,843.9262103,844.66110639,843.9262103,844.28302961,79.99558585,1787733296132,271
1787733296133,ZECUSDT,845.28085755,125.80264168,1787733296133,False,1787733296419,False,,845.05548561,846.02107369,845.05548561,845.28085755,125.80264168,1787733356132,254
1787733356133,ZECUSDT,846.68694515,32.98253145,1787733356133,False,1787733356323,False,,846.91921751,847.76865752,846.68694515,846.68694515,32.98253145,1787733416132,387
1787733416133,ZECUSDT,847.8984844,43.41618787,1787733416133,False,1787733416438,False,,848.38775892,848.61163077,847.68935832,847.8984844,43.41618787,1787733476132,376
1787733476133,ZECUSDT,848.94418834,22.53049847,1787733476133,False,1787733476390,False,,849.10546454,849.56662889,848.49513283,848.94418834,22.53049847,1787733536132,77
1787733536133,ZECUSDT,847.4467084,92.36122448,1787733536133,False,1787733536573,False,,847.13806827,847.45723786,846.50268669,847.4467084,92.36122448,1787733596132,362
1787733596133,ZECUSDT,846.36441442,67.8890772,1787733596133,False,1787733596607,False,,846.92471758,846.99471292,846.29986769,846.36441442,67.8890772,1787733656132,26
1787733656133,ZECUSDT,846.83519667,99.75131048,1787733656133,False,1787733656246,False,,846.51599395,847.21370603,846.50454401,846.83519667,99.75131048,1787733716132,286
1787733716133,ZECUSDT,846.52413683,382.53904844,1787733716133,False,1787733716539,False,,847.63032995,847.90143889,846.4882394,846.52413683,382.53904844,1787733776132,1
1787733776133,ZECUSDT,846.5748448,124.24321545,1787733776133,False,1787733776377,False,,845.87831822,846.5748448,845.63216212,846.5748448,124.24321545,1787733836132,557
1787733836133,ZECUSDT,846.48891665,1107.94236785,1787733836133,False,1787733836499,False,,844.89433418,846.48891665,844.58129017,846.48891665,1107.94236785,1787733896132,766
