trade_id,symbol,price,quantity,trade_time,is_buyer_maker,ingestion_time,is_injected,fault_type,open,high,low,close,volume,close_time,trade_count
1787731736133,LINKUSDT,11.45185338,408.09970176,1787731736133,False,1787731736523,False,,11.44684291,11.45296554,11.4451661,11.45185338,408.09970176,1787731796132,1
1787731796133,LINKUSDT,11.44469793,1691.27492063,1787731796133,False,1787731796546,False,,11.44480025,11.45280973,11.44369539,11.44469793,1691.27492063,1787731856132,198
1787731856133,LINKUSDT,11.44235811,965.37763858,1787731856133,False,1787731856543,False,,11.45566355,11.45566355,11.44235811,11.44235811,965.37763858,1787731916132,223
1787731916133,LINKUSDT,11.44761789,989.61663759,1787731916133,False,1787731916387,False,,11.44713795,11.44839143,11.44354765,11.44761789,989.61663759,1787731976132,422
1787731976133,LINKUSDT,11.46382953,2782.0866568,1787731976133,False,1787731976198,False,,11.4767095,11.4767095,11.46382953,11.46382953,2782.0866568,1787732036132,1
1787732036133,LINKUSDT,11.4523605,2576.64553173,1787732036133,False,1787732036456,False,,11.44625646,11.45614968,11.44625646,11.4523605,2576.64553173,1787732096132,273
1787732096133,LINKUSDT,11.44286364,3883.13302046,1787732096133,False,1787732096530,False,,11.42917468,11.4431331,11.42902633,11.44286364,3883.13302046,1787732156132,311
1787732156133,LINKUSDT,11.44594865,882.68264724,1787732156133,False,1787732156217,False,,11.44155786,11.44594865,11.4385941,11.44594865,882.68264724,1787732216132,200
1787732216133,LINKUSDT,11.43566719,890.45106656,1787732216133,False,1787732216500,False,,11.43277642,11.43887357,11.43205609,11.43566719,890.45106656,1787732276132,9
1787732276133,LINKUSDT,11.42535679,3315.37594579,1787732276133,False,1787732276391,False,,11.4303878,11.43244523,11.42535679,11.42535679,3315.37594579,1787732336132,420
1787732336133,LINKUSDT,11.43243407,4455.97299074,1787732336133,False,1787732336362,False,,11.44278294,11.45015812,11.43243407,11.43243407,4455.97299074,1787732396132,1
1787732396133,LINKUSDT,11.4336118,225.73859913,1787732396133,False,1787732396460,False,,11.43422669,11.434999,11.42861585,11.4336118,225.73859913,1787732456132,283
1787732456133,LINKUSDT,11.42708213,579.72985043,1787732456133,False,1787732456616,False,,11.43481295,11.43944408,11.42708213,11.42708213,579.72985043,1787732516132,1
1787732516133,LINKUSDT,11.42902693,990.615924,1787732516133,False,1787732516368,False,,11.42835205,11.42989128,11.42504959,11.42902693,990.615924,1787732576132,66
1787732576133,LINKUSDT,11.42647941,1577.35883908,1787732576133,False,1787732576405,False,,11.43053697,11.43117994,11.4261806,11.42647941,1577.35883908,1787732636132,233
1787732636133,LINKUSDT,11.42063435,424.43124663,1787732636133,False,1787732636552,False,,11.41275928,11.42158185,11.410243,11.42063435,424.43124663,1787732696132,1
1787732696133,LINKUSDT,11.40125286,2564.63789952,1787732696133,False,1787732696223,False,,11.39653582,11.40127382,11.39653582,11.40125286,2564.63789952,1787732756132,1
1787732756133,LINKUSDT,11.40723615,1240.68602559,1787732756133,False,1787732756397,False,,11.41387646,11.41387646,11.40008428,11.40723615,1240.68602559,1787732816132,68
1787732816133,LINKUSDT,11.4011619,3584.152773,1787732816133,False,1787732816607,False,,11.39913492,11.40248892,11.39885285,11.4011619,3584.152773,1787732876132,382
1787732876133,LINKUSDT,11.39942474,1042.10297723,1787732876133,False,1787732876561,False,,11.39642313,11.40125848,11.39599963,11.39942474,1042.10297723,1787732936132,527
1787732936133,LINKUSDT,11.3884947,2522.91806476,1787732936133,False,1787732936248,False,,11.39385902,11.39402191,11.3884947,11.3884947,2522.91806476,1787732996132,139
1787732996133,LINKUSDT,11.39288217,473.47306182,1787732996133,False,1787732996490,False,,11.39085648,11.39288217,11.38772807,11.39288217,473.47306182,1787733056132,1
1787733056133,LINKUSDT,11.40083092,198.34467114,1787733056133,False,1787733056558,False,,11.41179708,11.4122546,11.39787823,11.40083092,198.34467114,1787733116132,342
1787733116133,LINKUSDT,11.41406553,1775.7237806,1787733116133,False,1787733116264,False,,11.41315867,11.4161607,11.41275569,11.41406553,1775.7237806,1787733176132,246
1787733176133,LINKUSDT,11.41786967,2161.47085584,1787733176133,False,1787733176288,False,,11.41328931,11.41786967,11.41295874,11.41786967,2161.47085584,1787733236132,221
1787733236133,LINKUSDT,11.42693177,61.01989143,1787733236133,False,1787733236272,False,,11.42407307,11.42996023,11.42407307,11.42693177,61.01989143,1787733296132,214
1787733296133,LINKUSDT,11.42510686,2062.97686216,1787733296133,False,1787733296207,False,,11.42330374,11.43102766,11.42330374,11.42510686,2062.97686216,1787733356132,202
1787733356133,LINKUSDT,11.41434741,207.26573698,1787733356133,False,1787733356527,False,,11.4162007,11.42297655,11.41434741,11.41434741,207.26573698,1787733416132,298
1787733416133,LINKUSDT,11.42688634,1789.92492031,1787733416133,False,1787733416465,False,,11.43078869,11.43257394,11.42521811,11.42688634,1789.92492031,1787733476132,290
1787733476133,LINKUSDT,11.4270949,1028.90889608,1787733476133,False,1787733476576,False,,11.42837974,11.43205317,11.42351687,11.4270949,1028.90889608,1787733536132,74
1787733536133,LINKUSDT,11.43350788,1788.90250301,1787733536133,False,1787733536340,False,,11.43104302,11.43359196,11.42596758,11.43350788,1788.90250301,1787733596132,280
1787733596133,LINKUSDT,11.4326428,5206.17838369,1787733596133,False,1787733596361,False,,11.43712194,11.43768141,11.43212673,11.4326428,5206.17838369,1787733656132,37
1787733656133,LINKUSDT,11.44147861,2600.10208719,1787733656133,False,1787733656492,False,,11.43892577,11.44450525,11.43883419,11.44147861,2600.10208719,1787733716132,225
1787733716133,LINKUSDT,11.45702047,593.48244438,1787733716133,False,1787733716327,False,,11.46587954,11.46805003,11.45673291,11.45702047,593.48244438,1787733776132,1
1787733776133,LINKUSDT,11.46126469,822.13286616,1787733776133,False,1787733776600,False,,11.45568232,11.46126469,11.45370904,11.46126469,822.13286616,1787733836132,421
1787733836133,LINKUSDT,11.47138164,5092.22940506,1787733836133,False,1787733836286,False,,11.45858638,11.47138164,11.45607329,11.47138164,5092.22940506,1787733896132,572
1787733896133,LINKUSDT,11.47002043,777.95595014,1787733896133,False,1787733896489,False,,11.47753916,11.47753916,11.47002043,11.47002043,777.95595014,1787733956132,1
1787733956133,LINKUSDT,11.48205257,2071.7005202,1787733956133,False,1787733956593,False,,11.48903383,11.48903383,11.47771301,11.48205257,2071.7005202,1787734016132,268
1787734016133,LINKUSDT,11.48329379,253.07208747,1787734016133,False,1787734016185,False,,11.47618409,11.48675831,11.47618409,11.48329379,253.07208747,1787734076132,310
1787734076133,LINKUSDT,11.49073109,11503.52034995,1787734076133,False,1787734076466,False,,11.48230638,11.49073109,11.47388981,11.49073109,11503.52034995,1787734136132,243
1787734136133,LINKUSDT,11.48147813,739.70255632,1787734136133,False,1787734136487,False,,11.49125179,11.49125179,11.4752564,11.48147813,739.70255632,1787734196132,474
1787734196133,LINKUSDT,11.48513356,347.11614268,1787734196133,False,1787734196461,False,,11.47951232,11.48513356,11.47689857,11.48513356,347.11614268,1787734256132,420
1787734256133,LINKUSDT,11.49326755,543.46581179,1787734256133,False,1787734256405,False,,11.49246129,11.49402236,11.48968686,11.49326755,543.46581179,1787734316132,81
1787734316133,LINKUSDT,11.49594012,915.71549361,1787734316133,False,1787734316529,False,,11.48401772,11.49725312,11.48017335,11.49594012,915.71549361,1787734376132,803
1787734376133,LINKUSDT,11.47591818,216.76199984,1787734376133,False,1787734376527,False,,11.47047854,11.48300367,11.47047854,11.47591818,216.76199984,1787734436132,1
1787734436133,LINKUSDT,11.4743878,379.18584458,1787734436133,False,1787734436470,False,,11.47224161,11.47566435,11.47043345,11.4743878,379.18584458,1787734496132,385
1787734496133,LINKUSDT,11.48608237,1830.7386476,1787734496133,False,1787734496563,False,,11.50083529,11.50337221,11.48608237,11.48608237,1830.7386476,1787734556132,878
1787734556133,LINKUSDT,11.47956669,344.36651515,1787734556133,False,1787734556268,False,,11.47920722,11.48177113,11.47714591,11.47956669,344.36651515,1787734616132,149
1787734616133,LINKUSDT,11.47660187,1957.68168481,1787734616133,False,1787734616492,False,,11.48065515,11.48532918,11.47660187,11.47660187,1957.68168481,1787734676132,198
1787734676133,LINKUSDT,11.47138087,813.21474209,1787734676133,False,1787734676472,False,,11.45967149,11.47324991,11.45967149,11.47138087,813.21474209,1787734736132,291
1787734736133,LINKUSDT,11.47601759,952.02725233,1787734736133,False,1787734736519,False,,11.48062294,11.48158012,11.47296705,11.47601759,952.02725233,1787734796132,189
1787734796133,LINKUSDT,11.46736341,1097.8469576,1787734796133,False,1787734796212,False,,11.4759035,11.4759035,11.46736341,11.46736341,1097.8469576,1787734856132,264
1787734856133,LINKUSDT,11.46028305,1664.85667694,1787734856133,False,1787734856358,False,,11.47135641,11.47135641,11.46028305,11.46028305,1664.85667694,1787734916132,1
1787734916133,LINKUSDT,11.46608005,776.39768744,1787734916133,False,1787734916566,False,,11.46283136,11.46939837,11.46283136,11.46608005,776.39768744,1787734976132,231
1787734976133,LINKUSDT,11.4438415,524.63314853,1787734976133,False,1787734976571,False,,11.43808326,11.4438415,11.43775471,11.4438415,524.63314853,1787735036132,91
1787735036133,LINKUSDT,11.43163074,817.19905826,1787735036133,False,1787735036545,False,,11.42499828,11.43342337,11.42499828,11.43163074,817.19905826,1787735096132,425
1787735096133,LINKUSDT,11.41940223,207.53547678,1787735096133,False,1787735096475,False,,11.42715948,11.42900107,11.41880703,11.41940223,207.53547678,1787735156132,61
1787735156133,LINKUSDT,11.41890738,686.15630289,1787735156133,False,1787735156368,False,,11.42183448,11.42600899,11.41890738,11.41890738,686.15630289,1787735216132,1
1787735216133,LINKUSDT,11.41117896,3486.63612279,1787735216133,False,1787735216596,False,,11.40405733,11.41117896,11.40262388,11.41117896,3486.63612279,1787735276132,1
