trade_id,symbol,price,quantity,trade_time,is_buyer_maker,ingestion_time,is_injected,fault_type,open,high,low,close,volume,close_time,trade_count
1787731736133,SOLUSDT,102.67813293,1502.2762678,1787731736133,False,1787731736255,False,,102.63756876,102.68713664,102.62399313,102.67813293,1502.2762678,1787731796132,1
1787731796133,SOLUSDT,102.67262257,410.61174886,1787731796133,False,1787731796508,False,,102.67345135,102.73832862,102.66450162,102.67262257,410.61174886,1787731856132,501
1787731856133,SOLUSDT,102.71517814,1623.1668444,1787731856133,False,1787731856481,False,,102.82301732,102.82301732,102.71517814,102.71517814,1623.1668444,1787731916132,542
1787731916133,SOLUSDT,102.78785738,179.74337973,1787731916133,False,1787731916337,False,,102.78396632,102.79412867,102.75485788,102.78785738,179.74337973,1787731976132,873
1787731976133,SOLUSDT,102.81021108,1849.64854398,1787731976133,False,1787731976274,False,,102.91450294,102.91450294,102.81021108,102.81021108,1849.64854398,1787732036132,50
1787732036133,SOLUSDT,102.86206439,1505.33504565,1787732036133,False,1787732036229,False,,102.81256019,102.89279354,102.81256019,102.86206439,1505.33504565,1787732096132,625
1787732096133,SOLUSDT,102.85401715,1081.51628286,1787732096133,False,1787732096584,False,,102.74291182,102.8562041,102.74170767,102.85401715,1081.51628286,1787732156132,688
1787732156133,SOLUSDT,102.92933441,406.36291995,1787732156133,False,1787732156366,False,,102.89368183,102.92933441,102.86961579,102.92933441,406.36291995,1787732216132,504
1787732216133,SOLUSDT,102.91129736,1151.95037015,1787732216133,False,1787732216304,False,,102.88780784,102.93735067,102.88195457,102.91129736,1151.95037015,1787732276132,187
1787732276133,SOLUSDT,102.84984411,3496.18581798,1787732276133,False,1787732276570,False,,102.89073557,102.9074576,102.84984411,102.84984411,3496.18581798,1787732336132,870
1787732336133,SOLUSDT,102.90729716,1705.13895175,1787732336133,False,1787732336419,False,,102.99140453,103.05133964,102.90729716,102.90729716,1705.13895175,1787732396132,1
1787732396133,SOLUSDT,102.8556136,1436.15298392,1787732396133,False,1787732396278,False,,102.86060818,102.86688128,102.81503246,102.8556136,1436.15298392,1787732456132,643
1787732456133,SOLUSDT,102.79495819,311.32561001,1787732456133,False,1787732456259,False,,102.85774968,102.89536274,102.79495819,102.79495819,311.32561001,1787732516132,1
1787732516133,SOLUSDT,102.75821407,521.32006863,1787732516133,False,1787732516365,False,,102.75273524,102.76523102,102.72592469,102.75821407,521.32006863,1787732576132,282
1787732576133,SOLUSDT,102.81436426,403.28707794,1787732576133,False,1787732576286,False,,102.8473291,102.85255271,102.81193657,102.81436426,403.28707794,1787732636132,559
1787732636133,SOLUSDT,102.8686429,681.11581903,1787732636133,False,1787732636437,False,,102.80459363,102.8763488,102.78412736,102.8686429,681.11581903,1787732696132,1
1787732696133,SOLUSDT,102.81277659,901.47607025,1787732696133,False,1787732696316,False,,102.77436821,102.81294722,102.77436821,102.81277659,901.47607025,1787732756132,1
1787732756133,SOLUSDT,102.6390931,1594.61708661,1787732756133,False,1787732756429,False,,102.69303927,102.69303927,102.58098746,102.6390931,1594.61708661,1787732816132,285
1787732816133,SOLUSDT,102.54211255,1636.0445348,1787732816133,False,1787732816401,False,,102.52565146,102.55288911,102.52336073,102.54211255,1636.0445348,1787732876132,806
1787732876133,SOLUSDT,102.50512025,1844.17010132,1787732876133,False,1787732876557,False,,102.48074915,102.52000874,102.47731058,102.50512025,1844.17010132,1787732936132,1048
1787732936133,SOLUSDT,102.49414112,4734.86102442,1787732936133,False,1787732936614,False,,102.53773146,102.53905506,102.49414112,102.49414112,4734.86102442,1787732996132,404
1787732996133,SOLUSDT,102.47298664,226.81257142,1787732996133,False,1787732996442,False,,102.4565352,102.47298664,102.43112745,102.47298664,226.81257142,1787733056132,3
1787733056133,SOLUSDT,102.42758158,1743.12453812,1787733056133,False,1787733056238,False,,102.51653595,102.52024709,102.40362877,102.42758158,1743.12453812,1787733116132,741
1787733116133,SOLUSDT,102.43815933,314.07425364,1787733116133,False,1787733116374,False,,102.43081055,102.4551375,102.42754496,102.43815933,314.07425364,1787733176132,581
1787733176133,SOLUSDT,102.4439188,902.98042025,1787733176133,False,1787733176352,False,,102.40681125,102.4439188,102.4041331,102.4439188,902.98042025,1787733236132,539
1787733236133,SOLUSDT,102.3447856,357.76950249,1787733236133,False,1787733236252,False,,102.32166697,102.36927656,102.32166697,102.3447856,357.76950249,1787733296132,528
1787733296133,SOLUSDT,102.29085276,270.52238365,1787733296133,False,1787733296563,False,,102.27627617,102.33871568,102.27627617,102.29085276,270.52238365,1787733356132,508
1787733356133,SOLUSDT,102.30793158,144.79115976,1787733356133,False,1787733356183,False,,102.32293014,102.37776487,102.30793158,102.30793158,144.79115976,1787733416132,667
1787733416133,SOLUSDT,102.35844812,1876.06212816,1787733416133,False,1787733416411,False,,102.39001034,102.40444908,102.34495519,102.35844812,1876.06212816,1787733476132,654
1787733476133,SOLUSDT,102.37673143,612.88876991,1787733476133,False,1787733476607,False,,102.38712504,102.41684019,102.34778673,102.37673143,612.88876991,1787733536132,295
1787733536133,SOLUSDT,102.34702617,2039.96942767,1787733536133,False,1787733536484,False,,102.32710359,102.34770578,102.28607938,102.34702617,2039.96942767,1787733596132,637
